scenario,backend,trial,role,thread_id,capacity,num_consumers,ratio,ok_ops,fail_ops,window_ns,throughput_ops_s,fail_rate_pct,lat_p50_ns,lat_p99_ns,lat_max_ns,fail_lat_p50_ns,fail_lat_p99_ns,payload_bytes
rate_prod_2x,sync,0,producer,0,1024,4,prod_2x,14183,0,1004974542,14112.795307007886,0,66595.703125,131637.37109375,131637.37109375,,,8
rate_prod_2x,sync,0,consumer,0,1024,4,prod_2x,14183,1403343,1004970625,14112.850313410901,98.99945397826919,50584,287416,7033917,500,2458,8
rate_prod_2x,sync,0,consumer,1,1024,4,prod_2x,14183,1507979,1004976834,14112.763120667118,99.06823321039417,50292,282250,7034459,417,2792,8
rate_prod_2x,sync,0,consumer,2,1024,4,prod_2x,14183,1465948,1004976334,14112.770142107645,99.04177400513873,50750,287083,7031750,500,2916,8
rate_prod_2x,sync,0,consumer,3,1024,4,prod_2x,14183,1742923,1004968708,14112.877233984484,99.1928204672911,50583,288750,7036000,458,1833,8
rate_prod_2x,sync,1,producer,0,1024,4,prod_2x,14504,0,1004591250,14437.712850873428,0,70480.46875,91441.244140625,91441.244140625,,,8
rate_prod_2x,sync,1,consumer,0,1024,4,prod_2x,14504,1404938,1004583500,14437.824232629742,98.97819002114916,51792,270375,8074292,500,2458,8
rate_prod_2x,sync,1,consumer,1,1024,4,prod_2x,14504,1490980,1004591458,14437.709861554487,99.03658889765683,52417,270917,8077041,417,2833,8
rate_prod_2x,sync,1,consumer,2,1024,4,prod_2x,14504,1452719,1004592792,14437.690689701863,99.01146587805671,52250,269500,8077333,500,2958,8
rate_prod_2x,sync,1,consumer,3,1024,4,prod_2x,14504,1757473,1004588500,14437.75237323541,99.18147921784538,52209,270625,8077333,458,1833,8
rate_prod_2x,sync,2,producer,0,1024,4,prod_2x,15301,0,1000722125,15289.958738545927,0,64267.47682119205,94832.92578125,94832.92578125,,,8
rate_prod_2x,sync,2,consumer,0,1024,4,prod_2x,15301,1396285,1000720125,15289.989296457888,98.91604195564422,48084,232500,5118000,500,2500,8
rate_prod_2x,sync,2,consumer,1,1024,4,prod_2x,15301,1477552,1000716833,15290.039595046963,98.9750497872195,48166,230292,5118083,417,2916,8
rate_prod_2x,sync,2,consumer,2,1024,4,prod_2x,15301,1461290,1000715667,15290.057410483212,98.96376179998389,48334,231625,5116959,500,2958,8
rate_prod_2x,sync,2,consumer,3,1024,4,prod_2x,15301,1742166,1000722959,15289.945995932727,99.12937198820802,48000,232833,5109667,458,1834,8
rate_prod_2x,sync,3,producer,0,1024,4,prod_2x,14738,0,1004994334,14664.75929405588,0,66929.28125,86235.595703125,86235.595703125,,,8
rate_prod_2x,sync,3,consumer,0,1024,4,prod_2x,14738,1408878,1004986875,14664.868135715702,98.96474892105736,52458,267417,8758750,500,2500,8
rate_prod_2x,sync,3,consumer,1,1024,4,prod_2x,14738,1499071,1004991125,14664.806119556528,99.02642935799695,52500,270250,8750458,417,2875,8
rate_prod_2x,sync,3,consumer,2,1024,4,prod_2x,14738,1471379,1004983292,14664.9204193934,99.00828804192402,52834,266791,8759166,500,2916,8
rate_prod_2x,sync,3,consumer,3,1024,4,prod_2x,14738,1746786,1004992208,14664.790316463826,99.16333810950063,52542,267208,8758958,458,1834,8
rate_prod_2x,sync,4,producer,0,1024,4,prod_2x,14569,0,1004991250,14496.64362749427,0,68335.04296875,97740.396484375,97740.396484375,,,8
rate_prod_2x,sync,4,consumer,0,1024,4,prod_2x,14569,1408603,1004989958,14496.662264161649,98.97630082660423,49250,264542,8424000,500,2458,8
rate_prod_2x,sync,4,consumer,1,1024,4,prod_2x,14569,1497251,1004984084,14496.746995248932,99.03632707597465,49084,263916,8420375,417,2875,8
rate_prod_2x,sync,4,consumer,2,1024,4,prod_2x,14569,1456558,1004979458,14496.813724922922,99.00967081699949,49500,263584,8428792,500,3000,8
rate_prod_2x,sync,4,consumer,3,1024,4,prod_2x,14569,1748627,1004979875,14496.807709706625,99.17371636505527,49292,264083,8426875,458,1833,8
rate_prod_4x,spmc,0,producer,0,1024,4,prod_4x,1981456,8176506,1000039291,1981378.1496711213,80.49356750891566,541,709,2220959,83,167,8
rate_prod_4x,spmc,0,consumer,0,1024,4,prod_4x,1980897,19187,1000042583,1980812.65105488,0.9593097089922222,499.91796875,625,4022.134765625,500,541,8
rate_prod_4x,spmc,0,consumer,1,1024,4,prod_4x,1980472,19621,1000047125,1980378.674654957,0.9810043832961767,499.91796875,625,4815.91796875,500,542,8
rate_prod_4x,spmc,0,consumer,2,1024,4,prod_4x,1980471,19619,1000045625,1980380.6451330658,0.9809058592363343,499.91796875,501.20526315789476,3836.9140625,500,542,8
rate_prod_4x,spmc,0,consumer,3,1024,4,prod_4x,1980451,19605,1000041458,1980368.8978662323,0.9802225537684944,499.91796875,500.9233870967742,3854.57421875,500,542,8
rate_prod_4x,spmc,1,producer,0,1024,4,prod_4x,1971721,8399040,1003351291,1965135.2598897489,80.98769222432182,541,791,3000500,83,250,8
rate_prod_4x,spmc,1,consumer,0,1024,4,prod_4x,1970716,36001,1003359084,1964118.3614379875,1.7940247678172858,499.91796875,709,1069458,500,542,8
rate_prod_4x,spmc,1,consumer,1,1024,4,prod_4x,1971640,35076,1003358583,1965040.2492246383,1.7479304495504098,499.91796875,625,681000,500,541,8
rate_prod_4x,spmc,1,consumer,2,1024,4,prod_4x,1970716,35985,1003351083,1964134.0238629114,1.793241743538275,499.91796875,667,1493542,500,542,8
rate_prod_4x,spmc,1,consumer,3,1024,4,prod_4x,1970717,36000,1003359125,1964119.2778308564,1.7939749351801975,499.91796875,583,1485042,500,542,8
rate_prod_4x,spmc,2,producer,0,1024,4,prod_4x,1996531,8390923,1003019375,1990520.8710449885,80.77939984138558,541,750,1591709,83,250,8
rate_prod_4x,spmc,2,consumer,0,1024,4,prod_4x,1995529,10489,1003015875,1989528.829740606,0.52287666411767,499.91796875,584,3266.27734375,500,541,8
rate_prod_4x,spmc,2,consumer,1,1024,4,prod_4x,1996223,9813,1003018666,1990215.2050278992,0.48917367385231375,499.91796875,625,93958,500,542,8
rate_prod_4x,spmc,2,consumer,2,1024,4,prod_4x,1995542,10503,1003023167,1989527.3266405023,0.5235675171793255,499.91796875,500.08203125,94041,500,541,8
rate_prod_4x,spmc,2,consumer,3,1024,4,prod_4x,1995542,10504,1003023583,1989526.5014920393,0.5236171054901034,499.91796875,500.08203125,93958,500,542,8
rate_prod_4x,spmc,3,producer,0,1024,4,prod_4x,1979015,8234029,1004991750,1969185.3191829685,80.62267233941223,541,667,2531750,83,208,8
rate_prod_4x,spmc,3,consumer,0,1024,4,prod_4x,1978011,31968,1004990167,1968189.406175553,1.5904643779860388,499.919921875,708,123458,500,542,8
rate_prod_4x,spmc,3,consumer,1,1024,4,prod_4x,1978011,31953,1004982583,1968204.2589189827,1.5897299653128114,499.91796875,583,123583,500,541,8
rate_prod_4x,spmc,3,consumer,2,1024,4,prod_4x,1978010,31969,1004990083,1968188.5756478654,1.5905141297496144,499.91796875,584,123083,500,541,8
rate_prod_4x,spmc,3,consumer,3,1024,4,prod_4x,1978011,31960,1004986083,1968197.40438137,1.5900726925910873,499.91796875,625,608542,500,542,8
rate_prod_4x,spmc,4,producer,0,1024,4,prod_4x,1999294,8449320,1004805375,1989732.5887612812,80.86546215603333,542,709,1162500,83,167,8
rate_prod_4x,spmc,4,consumer,0,1024,4,prod_4x,1999294,10318,1004806583,1989730.196662137,0.5134324436756945,499.91796875,500.1640625,388500,500,542,8
rate_prod_4x,spmc,4,consumer,1,1024,4,prod_4x,1998301,11305,1004803583,1988747.8844708698,0.5625480815642468,499.91796875,666,215584,500,542,8
rate_prod_4x,spmc,4,consumer,2,1024,4,prod_4x,1998271,11343,1004807583,1988710.111078053,0.5644367525305855,499.91796875,501.1441647597254,514042,500,542,8
rate_prod_4x,spmc,4,consumer,3,1024,4,prod_4x,1998271,11353,1004812625,1988700.132027103,0.5649315493843624,499.91796875,583,845500,500,541,8
rate_prod_4x,sync,0,producer,0,1024,4,prod_4x,15475,0,1003269291,15424.572583673349,0,64981.037109375,74015.0546875,74015.0546875,,,8
rate_prod_4x,sync,0,consumer,0,1024,4,prod_4x,15476,1411003,1003282292,15425.369433311995,98.91509093369058,50084,229833,4156500,500,2542,8
rate_prod_4x,sync,0,consumer,1,1024,4,prod_4x,15476,1503375,1003275458,15425.474506125116,98.98107187604313,50166,231333,4166333,417,2834,8
